Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
14.313;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
14.347;    ;0;664;63;11;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
14.380;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;97;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
14.418;    ;0;664;63;11;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
14.449;    ;0;664;63;10;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;97;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
14.482;    ;0;664;63;11;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
14.521;    ;0;664;63;8;0;0;1;660;144;3;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;97;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
14.551;    ;0;664;63;9;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;110;    ;353;190;90;33;114;191;272;349;    ;
14.581;    ;0;664;63;11;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
14.620;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;97;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
14.650;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
14.680;    ;0;664;63;7;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
14.718;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
14.752;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
14.783;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
14.820;    ;0;664;63;9;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
14.851;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
14.883;    ;0;664;63;10;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
14.917;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
14.950;    ;0;664;63;9;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;348;    ;
14.983;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
15.019;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;348;    ;
15.051;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.082;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
15.120;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
15.152;    ;0;664;63;10;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
15.183;    ;0;664;63;9;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
15.220;    ;0;664;63;9;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
15.250;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
15.283;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
15.319;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
15.351;    ;0;664;63;7;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;191;272;348;    ;
15.382;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
15.418;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;191;272;348;    ;
15.449;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
15.483;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;191;272;348;    ;
15.520;    ;0;664;63;9;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.551;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
15.583;    ;0;664;63;9;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.619;    ;0;664;63;7;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.651;    ;0;664;63;11;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.683;    ;0;664;63;10;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;97;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
15.719;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
15.750;    ;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.780;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;1;0;109;    ;353;190;90;33;114;191;272;349;    ;
15.816;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.848;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;191;272;350;    ;
15.880;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;191;272;348;    ;
15.915;    ;0;664;63;3;0;0;1;660;144;3;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
15.947;    ;0;664;63;10;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;110;    ;353;190;90;33;114;191;272;348;    ;
15.980;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
16.016;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.047;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.081;    ;0;664;63;10;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
16.116;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;109;    ;353;190;90;33;114;191;272;350;    ;
16.148;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
16.180;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
16.216;    ;0;664;63;8;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.248;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;114;    ;353;190;90;33;114;191;272;350;    ;
16.280;    ;0;664;63;9;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
16.316;    ;0;664;63;9;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.348;    ;0;664;63;10;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.380;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
16.417;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.448;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
16.479;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
16.511;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.544;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
16.577;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.617;    ;0;664;63;7;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
16.650;    ;0;664;63;6;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
16.679;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
16.720;    ;0;664;63;10;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
16.743;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
16.779;    ;0;664;63;8;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
16.817;    ;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
16.845;    ;0;664;63;11;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
16.881;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;97;1;0;113;    ;353;190;90;33;114;191;272;350;    ;
16.919;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;348;    ;
16.951;    ;0;664;63;10;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
16.982;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
17.019;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
17.051;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
17.081;    ;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
17.123;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
17.151;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
17.179;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;348;    ;
17.217;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
17.248;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
17.283;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;191;272;350;    ;
17.320;    ;0;664;63;9;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
17.351;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
17.383;    ;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
17.421;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
17.453;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;191;272;350;    ;
17.489;    ;0;664;63;10;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
17.519;    ;0;664;63;11;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
17.551;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;97;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
17.582;    ;0;664;63;7;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
17.621;    ;0;664;63;7;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
17.651;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;109;    ;353;190;90;33;114;191;272;349;    ;
17.682;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
17.720;    ;0;664;63;10;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
17.750;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
17.783;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
17.820;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
17.853;    ;0;664;63;6;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
17.883;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;113;    ;353;190;90;33;114;191;272;350;    ;
17.920;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
17.952;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
17.982;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
18.020;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
18.051;    ;0;664;63;2;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
18.082;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;109;    ;353;190;90;33;114;192;272;349;    ;
18.119;    ;0;664;63;8;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
18.152;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
18.185;    ;0;664;63;10;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
18.220;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
18.251;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;348;    ;
18.284;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
18.321;    ;0;664;63;5;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
18.353;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;114;    ;353;190;90;33;114;191;272;349;    ;
18.383;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
18.419;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
18.452;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
18.484;    ;0;664;63;4;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
18.521;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
18.553;    ;0;664;63;7;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
18.582;    ;0;664;63;4;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
18.619;    ;0;664;63;5;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
18.651;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
18.683;    ;0;664;63;8;0;0;1;660;144;3;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
18.720;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;110;    ;353;190;90;33;114;192;272;350;    ;
18.752;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
18.784;    ;0;664;63;10;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
18.822;    ;0;664;63;4;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
18.853;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
18.883;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
18.919;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
18.952;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
18.983;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
19.020;    ;0;664;63;8;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
19.053;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;114;    ;353;190;90;33;114;191;272;349;    ;
19.080;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
19.118;    ;0;664;63;6;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
19.152;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
19.181;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
19.219;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
19.250;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
19.283;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
19.320;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
19.359;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
19.383;    ;0;664;63;10;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
19.417;    ;0;664;63;8;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;114;    ;353;190;90;33;114;191;272;350;    ;
19.450;    ;0;664;63;9;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
